団体コード,団体名,2016-03-31,2017-03-31,2018-03-31,2019-03-31,2020-03-31,2021-03-31,2022-03-31,2023-03-31,2024-03-31
112291,埼玉県和光市,56.1,58,59.9,58.3,60.1,62,62.2,63.6,63.9
112305,埼玉県新座市,,59.9,15.7,17.8,13.5,15.2,17.1,19.3,15.3
112313,埼玉県桶川市,26,29.4,29.4,4.4,6.7,10.1,12.9,15.8,18.7
112321,埼玉県久喜市,,65.9,67.3,69.2,70.9,72.9,74.8,76.7,78.5
112330,埼玉県北本市,2.7,5.4,8.1,10.8,13.5,16.2,18.9,21.7,24.4
112348,埼玉県八潮市,,68.6,70.9,73.2,75.5,76.8,79.2,80.8,11
112356,埼玉県富士見市,,85.1,83.6,85.8,88,84.1,86.2,88.2,89.2
112372,埼玉県三郷市,,62.1,62.3,62.8,60.7,62.7,60.5,54.4,55.6
112381,埼玉県蓮田市,,59,61.1,62.7,54,57.7,41.8,43.3,45.3
112399,埼玉県坂戸市,64.7,65.3,60.6,61.4,65.1,68.8,72.1,75.5,78.9
112402,埼玉県幸手市,76.6,85.6,86.3,74.8,77.2,58.5,56.9,58.4,60
112411,埼玉県鶴ケ島市,53.2,55,57.1,59.1,59.8,61.8,62.7,65,
112429,埼玉県日高市,,58.3,58.9,60.4,62.5,64.8,67.1,69.4,71.7
112437,埼玉県吉川市,75.7,78.2,80.6,5.3,10.1,16,20.6,25.4,29.9
112453,埼玉県ふじみ野市,,31.1,33.7,36.3,38.9,41.6,44.2,44.5,47.1
112461,埼玉県白岡市,46,50,52,54,56,58,60,62.4,61.8
113018,埼玉県伊奈町,73.7,75.7,77.7,79.7,81.7,83.7,85.7,87.7,88.9
113247,埼玉県三芳町,,,49,51,52.9,45.9,47.5,49.1,60.4
113263,埼玉県毛呂山町,,58.9,58.1,60.6,63.5,64.3,66.5,68.7,68.8
113271,埼玉県越生町,,59.9,61.9,63.3,64.7,66.1,69.9,69.6,71.1
113417,埼玉県滑川町,,61.6,63.6,65.5,67.3,69.2,71,72.8,73.5
113425,埼玉県嵐山町,,,,46.8,48.9,51,53.2,55.3,57.4
113433,埼玉県小川町,70.1,72.1,74.1,77.2,70.3,72.2,74.5,77.4,79.7
113468,埼玉県川島町,0,4.3,8.6,12.8,17.1,21.4,25.8,30.3,34.4
113476,埼玉県吉見町,61.3,61.2,61.5,63.8,66.1,66.7,72.5,56.6,59.1
113484,埼玉県鳩山町,,68.2,70.2,72.2,74.1,76.1,78.1,78.1,82.1
113492,埼玉県ときがわ町,53.3,54.9,57,59,61,62.8,63.7,65.6,67.3
113611,埼玉県横瀬町,66.4,68.5,70.6,72.6,74,76.7,51.7,75,59.9
113620,埼玉県皆野町,,,54.1,56.9,59.4,61.3,63.7,66,67.9
113638,埼玉県長瀞町,,39.9,42.2,44.5,45.9,45.9,48.5,50.5,52.7
113654,埼玉県小鹿野町,84.7,73.4,66.1,86.9,86.4,84.5,84.2,13,86.2
113697,埼玉県東秩父村,76.1,78.3,62,63.5,82.9,67.6,86.2,86.9,87.6
113816,埼玉県美里町,,62,63.4,65.3,54.1,57.3,60.8,64.2,67.7
113832,埼玉県神川町,70.2,71.9,73.8,29.4,16.6,19.8,23.1,26.3,25.1
113859,埼玉県上里町,37.8,40.5,43.2,45.9,48.6,49.9,51.3,54,56.7
114081,埼玉県寄居町,44.3,46.4,47.3,49.1,51.2,52.9,55.1,57.3,59.6
114421,埼玉県宮代町,26.8,52.1,50.1,53.5,58,63.5,67.7,61.2,66
114642,埼玉県杉戸町,,54.2,57.1,69.3,72.2,60.7,63.1,66.3,54
114651,埼玉県松伏町,70.9,72.9,74.9,76.9,78.9,80.9,82.6,72.5,74.4
121002,千葉県千葉市,,55.2,56.6,58.4,59.2,60.7,62.6,34.5,39.5
122025,千葉県銚子市,83.1,83.1,85,86.9,88.7,90.4,92.3,86.6,88.4
122033,千葉県市川市,,,12.1,14.2,16.5,5.7,8.2,11.1,13.8
122041,千葉県船橋市,51,53,55.5,58.3,60.8,63.6,66.4,68.6,71.5
122050,千葉県館山市,60.3,62.1,55,55.7,58.6,58.6,59.2,62.8,66.4
122068,千葉県木更津市,,88,90.1,91.7,93.7,91.3,92.5,93.7,94.4
122076,千葉県松戸市,77.9,78,79.2,80.1,82.2,82.9,78.8,80.3,81.6
122084,千葉県野田市,,47.6,49.7,51.4,53.5,55.4,57.3,59.3,59.9
122106,千葉県茂原市,38,40,41.4,43.4,45.4,47.3,49.3,51.3,53.3
122114,千葉県成田市,,64.4,66.7,69,71.2,73.5,75.8,77.8,79.8
122122,千葉県佐倉市,,44.1,47.5,49.3,51.5,54.3,56.7,59.5,62
122131,千葉県東金市,68.6,,69.9,71.1,72.4,73.7,74.9,75.4,76.8
122157,千葉県旭市,75,76.7,77.1,80.1,81.8,32.6,29.3,32,34.9
122165,千葉県習志野市,,89.7,24.6,27.6,30.7,21,24.1,26.5,31.2
122173,千葉県柏市,,59.8,61.7,57.9,56.2,58.2,59.7,61.4,63.8
122181,千葉県勝浦市,45.4,,,48.1,,,,62.4,64.1
122190,千葉県市原市,,75.3,56.8,34.9,36.4,37.5,39.1,40.7,
122203,千葉県流山市,,49.8,51,54.2,56.6,49.8,60.7,63.3,62.9
122211,千葉県八千代市,,,,,,37,39,39.5,36.7
122220,千葉県我孫子市,,46.5,51.1,53.1,55.3,61.5,63.7,65.7,67.5
122238,千葉県鴨川市,52.3,54.4,56.8,59.1,61.5,63.8,66.1,67.8,70
122246,千葉県鎌ケ谷市,,78.6,45.9,48,50,50.7,51.7,54,56.1
122254,千葉県君津市,77,79.1,81.2,83.3,85.4,87,89.1,91.1,93.2
122262,千葉県富津市,50,49.1,51.2,53.2,55.2,57,59.1,61.1,62.9
122271,千葉県浦安市,,0,2,4,6,8,10.1,12.1,14.1
122289,千葉県四街道市,,67.3,67.2,69.2,71.2,72.2,73.5,74.1,76.8
122297,千葉県袖ケ浦市,76,77.5,79.1,81,82.7,84.6,85.7,32.5,27.3
122301,千葉県八街市,59.1,61.2,63.2,65.3,65.2,47.3,49.8,45.9,46.8
122319,千葉県印西市,49.5,52.3,55,57.8,60.1,62,60.2,62.6,64.2
122327,千葉県白井市,,36.5,18.8,20.8,22.7,24.7,26.5,28.6,30.6
122335,千葉県富里市,35,46.6,48.3,47.7,50.4,53.1,57.6,60.2,62.9
122343,千葉県南房総市,56.2,64.6,66.9,69.2,71.4,73.7,75.9,78,80.2
